x,y
9.628352165222167969e+00,5.783069610595703125e+00
1.141429042816162109e+01,5.193231582641601562e+00
1.145308494567871094e+01,1.955107092857360840e+00
9.710832595825195312e+00,5.551743507385253906e+00
1.190586280822753906e+01,6.549571514129638672e+00
1.041487789154052734e+01,5.691847324371337891e+00
1.391575336456298828e+01,1.321623611450195312e+01
-9.704351425170898438e-01,2.416195392608642578e+00
1.276632881164550781e+01,6.384373188018798828e+00
-4.531863033771514893e-01,5.314089298248291016e+00
1.081106281280517578e+01,4.760488510131835938e+00
1.019846820831298828e+01,2.939147233963012695e+00
1.181854057312011719e+01,5.155107975006103516e+00
1.054093647003173828e+01,4.748522937297821045e-01
-2.920673787593841553e-01,1.995240211486816406e+00
1.073296928405761719e+01,5.726159095764160156e+00
1.388188171386718750e+01,1.188088226318359375e+01
-1.568203330039978027e+00,4.854706287384033203e+00
9.945300102233886719e+00,6.468703269958496094e+00
2.137712240219116211e+00,1.121929287910461426e+00
-2.019813060760498047e+00,5.593554496765136719e+00
9.839861869812011719e+00,5.036053657531738281e+00
5.191127061843872070e-01,5.671427249908447266e+00
1.043503284454345703e+01,4.387354373931884766e+00
1.366456604003906250e+01,1.170566844940185547e+01
9.122036933898925781e+00,5.729271411895751953e+00
3.919698476791381836e+00,5.969789981842041016e+00
9.070133209228515625e+00,5.372793197631835938e+00
1.426017475128173828e+01,1.155361557006835938e+01
-1.271165847778320312e+00,3.684624910354614258e+00
-2.245088852941989899e-02,3.019711732864379883e+00
1.121654415130615234e+01,5.082939147949218750e+00
1.288216876983642578e+01,1.173426437377929688e+01
1.386622714996337891e+01,1.180397510528564453e+01
-9.049878120422363281e-01,1.563539385795593262e+00
1.092800903320312500e+01,5.436026573181152344e+00
1.167199897766113281e+01,4.875027179718017578e+00
9.544022560119628906e+00,4.057184219360351562e+00
1.245019245147705078e+01,2.724843740463256836e+00
9.578145742416381836e-01,2.220086097717285156e+00
1.133080863952636719e+01,-1.358146905899047852e+00
-2.240877628326416016e+00,4.605044364929199219e+00
2.833288162946701050e-02,4.401403427124023438e+00
-2.491529285907745361e-01,2.928161382675170898e+00
1.123352622985839844e+01,-4.155392646789550781e-01
1.921554803848266602e+00,1.340374827384948730e+00
9.150722503662109375e+00,6.372279644012451172e+00
1.215627098083496094e+01,1.165379428863525391e+01
1.453348249197006226e-01,2.508608818054199219e+00
1.309395694732666016e+01,4.566384792327880859e+00
1.358796501159667969e+01,1.116944789886474609e+01
1.250562953948974609e+01,6.687619686126708984e+00
3.210672855377197266e+00,5.645206451416015625e+00
1.122671508789062500e+01,7.394198417663574219e+00
1.242156982421875000e+01,3.244312047958374023e+00
1.322424697875976562e+01,1.340531158447265625e+01
1.360748767852783203e+01,1.124716567993164062e+01
1.293201351165771484e+01,3.163142204284667969e-01
-1.577873468399047852e+00,6.193737506866455078e+00
1.180634593963623047e+01,3.918021917343139648e+00
1.101675605773925781e+01,4.107405662536621094e+00
1.019952011108398438e+01,2.375216960906982422e+00
1.162181282043457031e+01,4.054887592792510986e-02
1.433214759826660156e+01,1.238461112976074219e+01
-2.473746985197067261e-01,3.740948677062988281e+00
-2.216140985488891602e+00,4.777101516723632812e+00
9.285278320312500000e+00,5.506391525268554688e+00
1.302759361267089844e+01,4.360151290893554688e+00
-8.984313607215881348e-01,2.132261276245117188e+00
1.200741291046142578e+01,4.244151115417480469e+00
1.252174186706542969e+01,1.229100227355957031e+01
1.075391864776611328e+01,-1.592323649674654007e-03
1.361145782470703125e+01,5.154409408569335938e+00
1.197593402862548828e+01,5.026919841766357422e+00
1.155338859558105469e+01,-1.105015516281127930e+00
1.213565254211425781e+01,-1.097632050514221191e+00
5.938486754894256592e-02,2.473241806030273438e+00
-3.699594438076019287e-01,4.517888545989990234e+00
1.383786678314208984e+01,1.259311199188232422e+01
1.249832248687744141e+01,3.657130718231201172e+00
1.118533039093017578e+01,3.539634466171264648e+00
1.085537338256835938e+01,6.068578720092773438e+00
1.078835391998291016e+01,3.837495088577270508e+00
1.116860294342041016e+01,4.019604027271270752e-01
1.081838417053222656e+01,7.464754104614257812e+00
1.230514717102050781e+01,1.941359639167785645e+00
-1.253750205039978027e+00,6.380571842193603516e+00
1.437288951873779297e+01,1.240281200408935547e+01
1.300386428833007812e+01,1.287654876708984375e+01
9.902251243591308594e+00,4.465270996093750000e+00
9.974917411804199219e+00,4.873744010925292969e+00
1.116880130767822266e+01,5.753474235534667969e+00
1.294374942779541016e+01,1.290491771697998047e+01
1.081840610504150391e+01,4.431497573852539062e+00
-1.975083827972412109e+00,3.999547481536865234e+00
1.166282844543457031e+01,4.368953227996826172e+00
4.933012649416923523e-02,6.372745037078857422e+00
-1.583037018775939941e+00,3.381880760192871094e+00
1.181369876861572266e+01,-1.512450873851776123e-01
1.325467944145202637e+00,5.078235626220703125e+00
1.364288139343261719e+01,1.106437206268310547e+01
2.531221866607666016e+00,5.683436393737792969e+00
1.250687408447265625e+01,6.440809726715087891e+00
-5.467258691787719727e-01,2.484678745269775391e+00
1.180790233612060547e+01,-1.363794207572937012e+00
9.558309555053710938e+00,4.480024814605712891e+00
1.047638797760009766e+01,1.539296507835388184e+00
1.107994937896728516e+01,7.109022617340087891e+00
1.144422721862792969e+01,6.538923740386962891e+00
1.137825489044189453e+01,1.316527605056762695e+00
-1.478094458580017090e+00,5.159633159637451172e+00
1.167556571960449219e+01,-5.668228864669799805e-01
1.383032512664794922e+01,1.130883502960205078e+01
-1.877601146697998047e+00,4.076952457427978516e+00
1.146555137634277344e+01,6.817212581634521484e+00
1.131512165069580078e+01,2.469369411468505859e+00
-7.250688970088958740e-02,5.947596549987792969e+00
1.177712726593017578e+01,4.711043834686279297e+00
1.101945590972900391e+01,5.131724357604980469e+00
1.050635719299316406e+01,6.419450759887695312e+00
1.317530250549316406e+01,5.668356418609619141e+00
1.136662769317626953e+01,1.127614021301269531e+00
1.301203441619873047e+01,5.284140110015869141e+00
1.174728107452392578e+01,1.575027585029602051e+00
1.180782604217529297e+01,6.925434112548828125e+00
1.165892124176025391e+01,4.608304977416992188e+00
1.378938865661621094e+01,1.366501712799072266e+01
-3.833026885986328125e-01,4.830654144287109375e+00
1.014665508270263672e+01,4.461381912231445312e+00
-1.943745732307434082e+00,5.077063560485839844e+00
-1.315100312232971191e+00,5.361353874206542969e+00
1.004780769348144531e+01,5.890695571899414062e+00
1.083018016815185547e+01,7.552690982818603516e+00
1.218965721130371094e+01,6.724304676055908203e+00
1.164732265472412109e+01,1.760658860206604004e+00
-6.026679873466491699e-01,1.866968870162963867e+00
1.270830249786376953e+01,1.144779109954833984e+01
1.119004535675048828e+01,1.160106778144836426e+00
1.220521831512451172e+01,-1.142490625381469727e+00
1.082340335845947266e+01,-1.282272696495056152e+00
1.005995178222656250e+01,1.064998745918273926e+00
1.302045917510986328e+01,1.184272575378417969e+01
-7.863342761993408203e-01,5.362700462341308594e+00
1.201432132720947266e+01,5.152222156524658203e+00
1.121076869964599609e+01,6.806332111358642578e+00
2.090878009796142578e+00,5.427964210510253906e+00
-1.421670556068420410e+00,2.280196428298950195e+00
1.061532211303710938e+01,5.636798858642578125e+00
1.293138313293457031e+01,2.308994531631469727e+00
1.089839649200439453e+01,-1.233530163764953613e+00
1.106811428070068359e+01,6.736034870147705078e+00
1.328464031219482422e+01,1.242730236053466797e+01
1.317563724517822266e+01,1.193209075927734375e+01
4.371827840805053711e-02,5.825479030609130859e+00
1.126751422882080078e+01,2.911607742309570312e+00
-3.969280980527400970e-03,2.931816577911376953e+00
-1.687499880790710449e+00,5.178692340850830078e+00
9.702575683593750000e+00,5.722488403320312500e+00
1.097178936004638672e+01,7.350268363952636719e+00
-1.312752723693847656e+00,4.162074089050292969e+00
1.387486553192138672e+01,1.219767379760742188e+01
1.344842529296875000e+01,4.579837322235107422e+00
-4.231578707695007324e-01,4.747237205505371094e+00
1.139806556701660156e+01,-3.114405870437622070e-01
1.512939739227294922e+01,1.211438083648681641e+01
9.924653053283691406e+00,4.916201114654541016e+00
1.313376235961914062e+01,5.979857921600341797e+00
1.172406578063964844e+01,3.393836021423339844e+00
1.060067844390869141e+01,7.645991444587707520e-01
1.157094383239746094e+01,4.428175449371337891e+00
1.223137378692626953e+01,6.853678226470947266e+00
1.127606582641601562e+01,7.518959522247314453e+00
-9.759536981582641602e-01,6.564817905426025391e+00
-1.684171795845031738e+00,5.230053901672363281e+00
1.150433254241943359e+01,5.566438198089599609e+00
1.198727130889892578e+01,1.670832991600036621e+00
9.079378128051757812e+00,4.796263694763183594e+00
1.465026187896728516e+01,1.223392009735107422e+01
8.921279311180114746e-01,5.492510318756103516e+00
-4.356997311115264893e-01,2.524024724960327148e+00
1.191736316680908203e+01,1.565308690071105957e+00
1.314328479766845703e+01,4.784275054931640625e+00
1.503251838684082031e+01,1.167683601379394531e+01
1.385403633117675781e+01,1.195475006103515625e+01
1.124500083923339844e+01,4.305197715759277344e+00
-1.975940614938735962e-01,4.044275760650634766e+00
1.319584846496582031e+01,1.123483943939208984e+01
1.120224189758300781e+01,5.118424415588378906e+00
-1.034381747245788574e+00,4.397171497344970703e+00
-9.304892420768737793e-01,1.743918776512145996e+00
9.683250427246093750e+00,4.733885288238525391e+00
1.193059539794921875e+01,5.594705581665039062e+00
1.261605262756347656e+01,5.244901180267333984e+00
1.168479251861572266e+01,1.979771256446838379e+00
1.407511997222900391e+01,1.347293567657470703e+01
1.132655906677246094e+01,-9.708222746849060059e-01
1.057526493072509766e+01,4.034666061401367188e+00
1.295716094970703125e+01,1.178722381591796875e+01
1.107446479797363281e+01,1.176056027412414551e+00
-1.143907308578491211e+00,5.136044025421142578e+00
-7.071658372879028320e-01,4.146376609802246094e+00
1.439875316619873047e+01,1.286139678955078125e+01
1.462184143066406250e+01,1.226124763488769531e+01
-8.155639767646789551e-01,2.049681425094604492e+00
1.287618732452392578e+01,5.132893562316894531e+00
-8.809451758861541748e-02,4.797686100006103516e+00
-1.124817058444023132e-01,6.548090934753417969e+00
1.106608200073242188e+01,-1.785198450088500977e+00
1.083407592773437500e+01,5.886714458465576172e+00
1.034120845794677734e+01,6.607482433319091797e+00
1.026907920837402344e+01,5.732223033905029297e+00
1.092656707763671875e+01,4.226390838623046875e+00
2.740979194641113281e+00,5.636618137359619141e+00
1.221902751922607422e+01,6.208209037780761719e+00
1.249314594268798828e+01,4.368741989135742188e+00
1.283006572723388672e+01,1.171805953979492188e+01
-5.320375561714172363e-01,6.148088455200195312e+00
1.155024814605712891e+01,3.780414342880249023e+00
-1.589151263236999512e+00,5.012397289276123047e+00
1.121361637115478516e+01,1.794525980949401855e+00
-2.336892932653427124e-01,2.121003866195678711e+00
1.125381278991699219e+01,4.995214939117431641e+00
1.122861862182617188e+01,1.046988606452941895e+00
1.299102878570556641e+01,4.004944324493408203e+00
1.025207710266113281e+01,6.761987686157226562e+00
1.224463748931884766e+01,7.487559795379638672e+00
1.287421512603759766e+01,5.088126659393310547e+00
1.067625713348388672e+01,7.122653961181640625e+00
-1.398496866226196289e+00,2.661549329757690430e+00
1.431975460052490234e+01,1.171500873565673828e+01
1.120003032684326172e+01,-9.008508324623107910e-01
1.223484706878662109e+01,5.674211025238037109e+00
1.058594608306884766e+01,5.262687206268310547e+00
1.024227046966552734e+01,6.754445552825927734e+00
1.102865600585937500e+01,-8.624921441078186035e-01
9.752050399780273438e+00,3.708259105682373047e+00
1.124281883239746094e+01,3.450475454330444336e+00
9.861129760742187500e+00,6.247843265533447266e+00
1.145435237884521484e+01,7.548899173736572266e+00
1.049022388458251953e+01,5.945819854736328125e+00
9.856123924255371094e+00,3.335960149765014648e+00
1.079405212402343750e+01,4.798201084136962891e+00
-2.028528213500976562e+00,4.655332088470458984e+00
1.199845695495605469e+01,6.949602127075195312e+00
1.232559967041015625e+01,4.817391872406005859e+00
-2.512826919555664062e-01,2.121501207351684570e+00
1.102332115173339844e+01,5.825989246368408203e+00
-1.086922168731689453e+00,3.702451467514038086e+00
1.101201725006103516e+01,5.399501800537109375e+00
9.880186080932617188e+00,5.418745040893554688e+00
1.182805633544921875e+01,3.556113004684448242e+00
1.044208049774169922e+01,4.691230297088623047e+00
1.215243244171142578e+01,1.321508526802062988e+00
1.384263420104980469e+01,1.128490734100341797e+01
9.837140083312988281e+00,3.086780071258544922e+00
-4.397169649600982666e-01,2.282733201980590820e+00
1.083449745178222656e+01,2.021981477737426758e+00
1.316392230987548828e+01,6.176504135131835938e+00
1.002973270416259766e+01,3.771081209182739258e+00
1.271426582336425781e+01,5.997029304504394531e+00
1.143135833740234375e+01,6.293431282043457031e+00
1.227613258361816406e+01,3.810956954956054688e+00
1.062242221832275391e+01,-5.013746395707130432e-02
1.375992488861083984e+01,1.293217849731445312e+01
1.169495677947998047e+01,-1.656037092208862305e+00
1.063003349304199219e+01,5.573655605316162109e+00
1.163637447357177734e+01,2.292501211166381836e+00
9.825445175170898438e+00,5.471787452697753906e+00
1.015704441070556641e+01,5.092047214508056641e+00
9.563694953918457031e+00,6.555814266204833984e+00
9.785963058471679688e+00,4.902943611145019531e+00
1.156431102752685547e+01,-2.031860113143920898e+00
1.041472721099853516e+01,6.865238189697265625e+00
1.176332759857177734e+01,2.613306522369384766e+00
1.161601066589355469e+01,1.093010306358337402e+00
1.028723049163818359e+01,4.113316059112548828e+00
1.160535526275634766e+01,5.050435066223144531e+00
8.751230239868164062e-01,5.756614208221435547e+00
9.948149681091308594e+00,5.313723564147949219e+00
1.311122703552246094e+01,1.194116020202636719e+01
-2.019521236419677734e+00,4.484487533569335938e+00
1.214237976074218750e+01,1.391942143440246582e+00
-1.037716984748840332e+00,4.048077106475830078e+00
1.446485233306884766e+01,1.231153202056884766e+01
1.169806098937988281e+01,2.058882474899291992e+00
-7.648243308067321777e-01,3.354201793670654297e+00
1.190885448455810547e+01,3.524872541427612305e+00
1.179674434661865234e+01,6.491371154785156250e+00
1.309296798706054688e+01,1.146375370025634766e+01
-1.567331850528717041e-01,5.490420341491699219e+00
-8.834988474845886230e-01,4.318598747253417969e+00
9.744334220886230469e+00,5.754368305206298828e+00
1.019852542877197266e+01,3.970152854919433594e+00
9.919797897338867188e+00,3.746873855590820312e+00
1.223769378662109375e+01,-1.041677221655845642e-01
1.406097412109375000e+01,1.139177894592285156e+01
9.818981170654296875e+00,6.080809116363525391e+00
1.088133621215820312e+01,5.097530364990234375e+00
1.312853145599365234e+01,4.909540653228759766e+00
1.217885112762451172e+01,4.776713848114013672e+00
1.437589073181152344e+01,1.298858737945556641e+01
1.115259838104248047e+01,8.300190567970275879e-01
1.102966117858886719e+01,3.116748094558715820e+00
-9.991149306297302246e-01,3.291597127914428711e+00
-6.219390630722045898e-01,1.817205071449279785e+00
9.272642135620117188e+00,5.161485671997070312e+00
1.173798561096191406e+01,-7.401484847068786621e-01
1.245492935180664062e+01,3.973977804183959961e+00
1.167048072814941406e+01,4.191202640533447266e+00
1.199361705780029297e+01,2.179838180541992188e+00
1.221930503845214844e+01,3.518894433975219727e+00
1.099814891815185547e+01,7.491919040679931641e+00
9.743309020996093750e+00,5.559314250946044922e+00
1.135305118560791016e+01,6.375638961791992188e+00
8.949357032775878906e+00,5.976166725158691406e+00
-1.452466487884521484e+00,5.297822952270507812e+00
-1.134780287742614746e+00,3.430640697479248047e+00
1.284787464141845703e+01,6.886815547943115234e+00
1.244987678527832031e+01,2.522386550903320312e+00
1.786648988723754883e+00,1.461947798728942871e+00
-7.722998857498168945e-01,1.338092923164367676e+00
1.002819347381591797e+01,4.937500000000000000e+00
1.025764656066894531e+01,5.465372562408447266e+00
-9.838826656341552734e-01,6.058745384216308594e+00
1.193634033203125000e+01,3.744982957839965820e+00
-1.602378368377685547e+00,6.082896232604980469e+00
1.017284107208251953e+01,3.170592784881591797e+00
1.295704269409179688e+01,4.942806243896484375e+00
-7.192946672439575195e-01,6.379714488983154297e+00
1.091379928588867188e+01,1.399056315422058105e+00
1.216798400878906250e+01,6.496411800384521484e+00
1.333658409118652344e+01,4.860870361328125000e+00
1.138441848754882812e+01,1.039341807365417480e+00
1.279517459869384766e+01,5.622582912445068359e+00
1.269102096557617188e+01,5.037029981613159180e-01
1.172763824462890625e+01,4.745233535766601562e+00
1.307875728607177734e+01,1.253954792022705078e+01
1.320263195037841797e+01,6.038270473480224609e+00
-1.209217548370361328e+00,5.979668140411376953e+00
1.145432949066162109e+01,3.741428852081298828e+00
1.123040103912353516e+01,5.804366588592529297e+00
1.030115890502929688e+01,4.610560417175292969e+00
1.290264701843261719e+01,3.916696548461914062e+00
1.112789726257324219e+01,3.833407878875732422e+00
1.370838069915771484e+01,1.303710079193115234e+01
-5.805357098579406738e-01,2.626527309417724609e+00
1.169251537322998047e+01,5.262453079223632812e+00
1.486221981048583984e+01,1.205325508117675781e+01
1.267959499359130859e+01,4.927376270294189453e+00
1.101982688903808594e+01,3.568820476531982422e+00
-1.019601106643676758e+00,5.648744583129882812e+00
